Pair,Pearson,Pearson p-value,Spearman,Spearman p-value
feature_1 x feature_1,1.0,0.0,1.0,0.0
feature_1 x feature_2,-0.03286087566902345,0.29920822932683244,-0.028411756411756414,0.36944359214099187
feature_1 x feature_3,-0.027001180441170763,0.3936926472890712,-0.03451935451935453,0.2754676095447784
feature_1 x feature_4,0.004716648143693034,0.8815790492299385,0.01958382758382758,0.5361932373279253
feature_1 x feature_5,-0.039882372643512506,0.2076277628787673,-0.04390611190611191,0.16533028387961937
feature_1 x feature_6,0.010219256455540544,0.7468728369342632,0.002633882633882634,0.9337031252119018
feature_1 x feature_7,-0.033238669387904624,0.29368384450456336,-0.04128367728367729,0.19208776005300784
feature_1 x feature_8,0.041066964901353704,0.19443355100968174,0.050069774069774066,0.11356798025607957
feature_1 x feature_9,0.03631844333117771,0.2512030673413633,0.04191382191382192,0.18538494733330665
feature_1 x feature_10,0.02011760556021543,0.5251394154054508,0.02644854244854245,0.403449513315446
feature_1 x feature_11,-0.004690590409541102,0.8822285028900801,-0.0029027789027789032,0.9269528336348422
feature_1 x feature_12,-0.02841868038084447,0.36932689709718447,-0.02866117666117666,0.3652543630625493
feature_1 x feature_13,0.019272588798416104,0.5426921130683864,0.021363957363957367,0.49979032449994054
feature_1 x feature_14,0.006206462091683122,0.8445929630190018,0.01692859692859693,0.5928587001174929
feature_1 x feature_15,-0.001914878968629791,0.9517748500324172,0.010678102678102678,0.7359220121977481
feature_1 x feature_16,0.039690417047999006,0.20982545368318772,0.026447978447978446,0.40345954407815077
feature_2 x feature_1,-0.03286087566902345,0.29920822932683244,-0.028411756411756414,0.36944359214099187
feature_2 x feature_2,0.9999999999999998,0.0,1.0,0.0
feature_2 x feature_3,-0.02282415447976095,0.4709376134824959,-0.019276771276771278,0.5426045209721619
feature_2 x feature_4,0.019827898635084888,0.5311243773880394,0.012475332475332477,0.6935614226490805
feature_2 x feature_5,0.03917650013318966,0.2157919244176749,0.043975891975891974,0.16465865244633449
feature_2 x feature_6,0.010651520494304258,0.7365549873198735,0.011475539475539476,0.71701840855243
feature_2 x feature_7,-0.0012601294318832896,0.9682533992734939,-0.004075984075984076,0.8975687179330807
feature_2 x feature_8,0.01606825833229964,0.6117898746744906,0.012414408414408414,0.6949827254795224
feature_2 x feature_9,-0.01681537455343732,0.5953347144067069,-0.01168011568011568,0.712196069376639
feature_2 x feature_10,-0.05643232841844087,0.07446649015757256,-0.04402526002526003,0.16418472675235637
feature_2 x feature_11,0.016393153534138963,0.6046093631262984,0.011977571977571978,0.7052048299596493
feature_2 x feature_12,-0.01814507566337706,0.56655857350853,-0.010113646113646116,0.7494006665590229
feature_2 x feature_13,0.025807956122001655,0.4149382196181217,0.021969285969285973,0.48771691344659873
feature_2 x feature_14,0.031489148265176306,0.31984543780774105,0.009082185082185083,0.7742267060453423
feature_2 x feature_15,-0.009521938503770366,0.7636124994385762,-0.017693297693297697,0.5762605775940282
feature_2 x feature_16,0.008084269012283703,0.7984671015187004,0.008763080763080763,0.7819554367214515
feature_3 x feature_1,-0.027001180441170763,0.3936926472890712,-0.03451935451935453,0.2754676095447784
feature_3 x feature_2,-0.02282415447976095,0.4709376134824959,-0.019276771276771278,0.5426045209721619
feature_3 x feature_3,1.0,0.0,1.0,0.0
feature_3 x feature_4,0.005289696267279804,0.8673174585614596,0.020967560967560972,0.50778153228183
feature_3 x feature_5,0.0435841776586913,0.16845557099917904,0.038151014151014156,0.22806014798058424
feature_3 x feature_6,0.044886337995901485,0.15608270049700773,0.025549945549945552,0.4196195641257986
feature_3 x feature_7,-0.06000792985103621,0.057834059335122416,-0.07033927033927033,0.02612850348921931
feature_3 x feature_8,-0.022191939279624283,0.4833159058402796,-0.004485220485220485,0.8873498023258612
feature_3 x feature_9,-0.007609514152405831,0.8100694166646275,-0.007641379641379643,0.8092893338774764
feature_3 x feature_10,0.007398157460042107,0.8152482665223046,0.0003771243771243772,0.990496777585261
feature_3 x feature_11,-0.018056597387367413,0.568452485909898,-0.0029001989001989003,0.9270175770943436
feature_3 x feature_12,0.038418975059213975,0.22480757105537008,0.049994833994833995,0.11411002675120699
feature_3 x feature_13,0.0055477153356788,0.860909840287147,0.007921939921939921,0.802429329210025
feature_3 x feature_14,-0.008475846221355285,0.7889307348918972,0.006543690543690544,0.8362651935521083
feature_3 x feature_15,-0.0076424838000301335,0.8092623069193765,-0.00676974676974677,0.8306929742244641
feature_3 x feature_16,0.06810673366262233,0.0312769533389903,0.055387279387279394,0.0800057196957268
feature_4 x feature_1,0.004716648143693034,0.8815790492299385,0.01958382758382758,0.5361932373279253
feature_4 x feature_2,0.019827898635084888,0.5311243773880394,0.012475332475332477,0.6935614226490805
feature_4 x feature_3,0.005289696267279804,0.8673174585614596,0.020967560967560972,0.50778153228183
feature_4 x feature_4,1.0,0.0,1.0,0.0
feature_4 x feature_5,-0.08094990205152293,0.010441262369257371,-0.08482281682281684,0.007278711629603113
feature_4 x feature_6,-0.01473289837313528,0.6416896374936722,-0.034116082116082115,0.2811187073285605
feature_4 x feature_7,-0.012174329986646443,0.7005939220074239,-0.020567396567396565,0.515916105941797
feature_4 x feature_8,0.015195084499086796,0.6312718453454451,0.003623979623979624,0.9088752610027276
feature_4 x feature_9,-0.06902956543825176,0.029051982419418153,-0.06741898341898343,0.03302866054676437
feature_4 x feature_10,-0.026007249236431353,0.4113434357246181,-0.03537200337200338,0.2637756155932367
feature_4 x feature_11,-0.0029573821049571655,0.9255827163050117,-0.012645744645744646,0.6895915885899124
feature_4 x feature_12,-0.0011154167012760324,0.9718975621131882,0.021407997407997408,0.4989066253673766
feature_4 x feature_13,0.019608604648423913,0.5356775613432602,0.023091035091035092,0.4657652029235734
feature_4 x feature_14,0.0008620692678824746,0.9782787342074792,-0.01561926361926362,0.6217746185352984
feature_4 x feature_15,-0.006693413613135827,0.8325736284441172,-0.02458268458268458,0.437443307889112
feature_4 x feature_16,-0.02410478283243976,0.4464077856000077,-0.03323783723783724,0.293695937265233
feature_5 x feature_1,-0.039882372643512506,0.2076277628787673,-0.04390611190611191,0.16533028387961937
feature_5 x feature_2,0.03917650013318966,0.2157919244176749,0.043975891975891974,0.16465865244633449
feature_5 x feature_3,0.0435841776586913,0.16845557099917904,0.038151014151014156,0.22806014798058424
feature_5 x feature_4,-0.08094990205152293,0.010441262369257371,-0.08482281682281684,0.007278711629603113
feature_5 x feature_5,0.9999999999999999,0.0,1.0,0.0
feature_5 x feature_6,0.03363539107289653,0.28795666988786184,0.022843942843942845,0.4705530122422362
feature_5 x feature_7,0.029529594773062814,0.3509008939703233,0.00846000846000846,0.7893158418298655
feature_5 x feature_8,-0.010309238496841198,0.7447212194631201,0.007518703518703519,0.8122935366337176
feature_5 x feature_9,0.021163450835789865,0.5038241137996361,0.008966852966852968,0.7770175252772963
feature_5 x feature_10,0.030072073404763682,0.34211838964346597,0.02462942462942463,0.43657214696586055
feature_5 x feature_11,-0.03669460080478961,0.24632402473970985,-0.04624870624870625,0.14388777405957312
feature_5 x feature_12,-0.009830968086078652,0.7561798593116599,-0.011651303651303653,0.7128745465910471
feature_5 x feature_13,0.002434860383173945,0.9387024147985034,0.007827871827871829,0.8047277311789629
feature_5 x feature_14,-0.01842026588764864,0.5606874110368507,-0.012744732744732746,0.6872895153593384
feature_5 x feature_15,-0.02820596858094886,0.37292233775983213,-0.02412890412890413,0.4459528309223463
feature_5 x feature_16,-0.061527569692368,0.0517650934087033,-0.061808257808257806,0.050704463880150194
feature_6 x feature_1,0.010219256455540544,0.7468728369342632,0.002633882633882634,0.9337031252119018
feature_6 x feature_2,0.010651520494304258,0.7365549873198735,0.011475539475539476,0.71701840855243
feature_6 x feature_3,0.044886337995901485,0.15608270049700773,0.025549945549945552,0.4196195641257986
feature_6 x feature_4,-0.01473289837313528,0.6416896374936722,-0.034116082116082115,0.2811187073285605
feature_6 x feature_5,0.03363539107289653,0.28795666988786184,0.022843942843942845,0.4705530122422362
feature_6 x feature_6,0.9999999999999998,0.0,1.0,0.0
feature_6 x feature_7,0.017980602962900223,0.5700815854444701,0.028517404517404518,0.3676655124222328
feature_6 x feature_8,0.017697832547671773,0.5761628031642233,0.012854928854928855,0.6847301896353678
feature_6 x feature_9,-0.008777942061557163,0.7815950107350992,-0.004272772272772273,0.8926525566836725
feature_6 x feature_10,0.003762562448077915,0.9054066508447887,0.005020745020745021,0.8740058374971089
feature_6 x feature_11,0.016686001183898094,0.598169681579923,0.001455049455049455,0.9633459739549042
feature_6 x feature_12,-0.007181833987191087,0.8205571740688352,-0.008418572418572419,0.7903236328996452
feature_6 x feature_13,0.017396339412763296,0.5826801424657001,0.020389916389916392,0.5195454245867962
feature_6 x feature_14,-0.00873386485646655,0.7826641363519873,-0.003498303498303498,0.9120223298146886
feature_6 x feature_15,-0.019783926416977043,0.5320357956358751,-0.01695080895080895,0.5923735079251287
feature_6 x feature_16,0.032251709520277186,0.30826085824505517,0.02162140562140562,0.4946361868535104
feature_7 x feature_1,-0.033238669387904624,0.29368384450456336,-0.04128367728367729,0.19208776005300784
feature_7 x feature_2,-0.0012601294318832896,0.9682533992734939,-0.004075984075984076,0.8975687179330807
feature_7 x feature_3,-0.06000792985103621,0.057834059335122416,-0.07033927033927033,0.02612850348921931
feature_7 x feature_4,-0.012174329986646443,0.7005939220074239,-0.020567396567396565,0.515916105941797
feature_7 x feature_5,0.029529594773062814,0.3509008939703233,0.00846000846000846,0.7893158418298655
feature_7 x feature_6,0.017980602962900223,0.5700815854444701,0.028517404517404518,0.3676655124222328
feature_7 x feature_7,1.0,0.0,1.0,0.0
feature_7 x feature_8,0.043710845925968314,0.16722065321575497,0.0300983340983341,0.3416968328775952
feature_7 x feature_9,0.006614087918388901,0.8345290253792067,-0.007985611985611986,0.800874571832781
feature_7 x feature_10,0.0330506294763341,0.29642490913093483,0.02322581922581923,0.46316497720498273
feature_7 x feature_11,0.02239002127723964,0.4794187456456191,0.006588114588114587,0.8351694967473946
feature_7 x feature_12,0.005901684040081671,0.8521343541999447,-0.0004084324084324084,0.9897078831068853
feature_7 x feature_13,0.027716378780401937,0.3812797007686828,0.030159498159498165,0.34071626785735276
feature_7 x feature_14,-0.06869180158543157,0.02985003129119513,-0.06984094584094584,0.027209470446686774
feature_7 x feature_15,0.0178360289182895,0.5731869546651918,0.027634671634671634,0.38268554678766187
