Pair,Pearson,Pearson p-value,Spearman,Spearman p-value
feature_1 x feature_1,1.0,0.0,0.9999999999999999,0.0
feature_1 x feature_2,0.06831715625827624,0.49943939823238265,0.047656765676567646,0.6377523571348497
feature_1 x feature_3,-0.08084929596937859,0.4239203150243503,-0.06942694269426943,0.4924800673454459
feature_1 x feature_4,-0.018001921172276687,0.8589033621857661,0.02658265826582658,0.7929121871170672
feature_1 x feature_5,-0.10168914908163856,0.3140697525475972,-0.05218121812181218,0.6061315799756122
feature_1 x feature_6,-0.018977308274736274,0.8513438663393091,-0.00822082208220822,0.9353019695572498
feature_1 x feature_7,0.06014934426387151,0.5521979295768765,0.0138013801380138,0.8915959014539361
feature_1 x feature_8,0.010386772563478724,0.9183085362717236,-0.047584758475847574,0.6382610948213814
feature_2 x feature_1,0.06831715625827624,0.49943939823238265,0.047656765676567646,0.6377523571348497
feature_2 x feature_2,1.0,0.0,0.9999999999999999,0.0
feature_2 x feature_3,-0.09219121897185059,0.3616285982683175,-0.14195019501950196,0.1588942783145976
feature_2 x feature_4,-0.0550904731542547,0.5861716229666641,-0.019129912991299132,0.8501623389723453
feature_2 x feature_5,0.05744206947309913,0.5702605339061004,0.03944794479447945,0.6967793996577298
feature_2 x feature_6,-0.12633485882800632,0.2103912514742428,-0.11005100510051004,0.2757181713173188
feature_2 x feature_7,0.028975953770138306,0.7747428386809931,-0.013753375337533751,0.8919706781524488
feature_2 x feature_8,0.0516006322337358,0.6101504487941983,0.034827482748274824,0.7308458809245076
feature_3 x feature_1,-0.08084929596937859,0.4239203150243503,-0.06942694269426943,0.4924800673454459
feature_3 x feature_2,-0.09219121897185059,0.3616285982683175,-0.14195019501950196,0.1588942783145976
feature_3 x feature_3,0.9999999999999999,0.0,0.9999999999999999,0.0
feature_3 x feature_4,0.09992158136757207,0.3225988844450934,0.09327332733273326,0.35599638938914413
feature_3 x feature_5,0.08214545439720579,0.4165040703157621,0.10507050705070506,0.29816426977622845
feature_3 x feature_6,0.010551686912621419,0.9170160716571176,0.018757875787578756,0.8530433766948347
feature_3 x feature_7,-0.12443015252739792,0.2174050905161629,-0.11897989798979897,0.23838476250574894
feature_3 x feature_8,-0.034992670680141856,0.7296184345163413,-0.024878487848784877,0.8059182994216043
feature_4 x feature_1,-0.018001921172276687,0.8589033621857661,0.02658265826582658,0.7929121871170672
feature_4 x feature_2,-0.0550904731542547,0.5861716229666641,-0.019129912991299132,0.8501623389723453
feature_4 x feature_3,0.09992158136757207,0.3225988844450934,0.09327332733273326,0.35599638938914413
feature_4 x feature_4,1.0,0.0,0.9999999999999999,0.0
feature_4 x feature_5,-0.06622934093538217,0.5126698804700126,-0.07403540354035403,0.46413716777710523
feature_4 x feature_6,0.13243063205138023,0.18903143531377595,0.08194419441944194,0.41765065334513307
feature_4 x feature_7,-0.08936159249889655,0.3766144011996431,-0.11422742274227421,0.25779360747396307
feature_4 x feature_8,-0.20832479692732575,0.03753149958232139,-0.16751275127512746,0.0957412713502818
feature_5 x feature_1,-0.10168914908163856,0.3140697525475972,-0.05218121812181218,0.6061315799756122
feature_5 x feature_2,0.05744206947309913,0.5702605339061004,0.03944794479447945,0.6967793996577298
feature_5 x feature_3,0.08214545439720579,0.4165040703157621,0.10507050705070506,0.29816426977622845
feature_5 x feature_4,-0.06622934093538217,0.5126698804700126,-0.07403540354035403,0.46413716777710523
feature_5 x feature_5,0.9999999999999999,0.0,0.9999999999999999,0.0
feature_5 x feature_6,-0.10173420384606184,0.3138542740815038,-0.047452745274527454,0.6391942161223925
feature_5 x feature_7,-0.15308541862351455,0.12836390185894242,-0.10054605460546054,0.3195687457793011
feature_5 x feature_8,-0.08063550649234455,0.42515082075235516,-0.10651065106510649,0.2915537827040963
feature_6 x feature_1,-0.018977308274736274,0.8513438663393091,-0.00822082208220822,0.9353019695572498
feature_6 x feature_2,-0.12633485882800632,0.2103912514742428,-0.11005100510051004,0.2757181713173188
feature_6 x feature_3,0.010551686912621419,0.9170160716571176,0.018757875787578756,0.8530433766948347
feature_6 x feature_4,0.13243063205138023,0.18903143531377595,0.08194419441944194,0.41765065334513307
feature_6 x feature_5,-0.10173420384606184,0.3138542740815038,-0.047452745274527454,0.6391942161223925
feature_6 x feature_6,1.0,0.0,0.9999999999999999,0.0
feature_6 x feature_7,-0.022089856568931764,0.8273138544166435,-0.058565856585658556,0.5627291716625724
feature_6 x feature_8,-0.06365717506049512,0.5292134834879318,-0.055349534953495344,0.584408890698016
feature_7 x feature_1,0.06014934426387151,0.5521979295768765,0.0138013801380138,0.8915959014539361
feature_7 x feature_2,0.028975953770138306,0.7747428386809931,-0.013753375337533751,0.8919706781524488
feature_7 x feature_3,-0.12443015252739792,0.2174050905161629,-0.11897989798979897,0.23838476250574894
feature_7 x feature_4,-0.08936159249889655,0.3766144011996431,-0.11422742274227421,0.25779360747396307
feature_7 x feature_5,-0.15308541862351455,0.12836390185894242,-0.10054605460546054,0.3195687457793011
feature_7 x feature_6,-0.022089856568931764,0.8273138544166435,-0.058565856585658556,0.5627291716625724
feature_7 x feature_7,1.0,0.0,0.9999999999999999,0.0
feature_7 x feature_8,-0.06708714614151204,0.5072122932819465,-0.07005100510051004,0.48858925897508587
feature_8 x feature_1,0.010386772563478724,0.9183085362717236,-0.047584758475847574,0.6382610948213814
feature_8 x feature_2,0.0516006322337358,0.6101504487941983,0.034827482748274824,0.7308458809245076
feature_8 x feature_3,-0.034992670680141856,0.7296184345163413,-0.024878487848784877,0.8059182994216043
feature_8 x feature_4,-0.20832479692732575,0.03753149958232139,-0.16751275127512746,0.0957412713502818
feature_8 x feature_5,-0.08063550649234455,0.42515082075235516,-0.10651065106510649,0.2915537827040963
feature_8 x feature_6,-0.06365717506049512,0.5292134834879318,-0.055349534953495344,0.584408890698016
feature_8 x feature_7,-0.06708714614151204,0.5072122932819465,-0.07005100510051004,0.48858925897508587
feature_8 x feature_8,1.0,0.0,0.9999999999999999,0.0
