Pair,Pearson,Pearson p-value,Spearman,Spearman p-value
feature_1 x feature_1,0.9999999999999997,0.0,0.9999999999999999,0.0
feature_1 x feature_2,-0.03213589599335352,0.7509395951154558,0.00018001800180018,0.9985817234051135
feature_1 x feature_3,0.049269104795455446,0.6264053820159626,0.09722172217221721,0.33591097099173994
feature_1 x feature_4,-0.05352461044874391,0.5968775254190746,-0.07719171917191718,0.4452533536893094
feature_1 x feature_5,-0.04139412913715019,0.6826039744072672,-0.04194419441944194,0.6786171049314502
feature_1 x feature_6,-0.07089882381076366,0.48332965797214383,-0.06599459945994599,0.5141686027449295
feature_1 x feature_7,-0.07494817638508357,0.45863150831797944,-0.08428442844284428,0.40443171321614535
feature_1 x feature_8,-0.22142157182250102,0.02683323714829391,-0.22160216021602155,0.02670608600050308
feature_2 x feature_1,-0.03213589599335352,0.7509395951154558,0.00018001800180018,0.9985817234051135
feature_2 x feature_2,1.0,0.0,0.9999999999999999,0.0
feature_2 x feature_3,-0.08209056178988205,0.4168166133524411,-0.08176417641764176,0.4186777700283968
feature_2 x feature_4,-0.037428585598956676,0.7115987698756445,-0.03495949594959495,0.7298648882422333
feature_2 x feature_5,0.099816246761725,0.3231118135195887,0.07815181518151815,0.4395959706054451
feature_2 x feature_6,0.004047646697531001,0.9681188491871309,-0.019861986198619862,0.8444989827079254
feature_2 x feature_7,-0.017619509682322666,0.8618706660179491,-0.053969396939693964,0.5938275921123388
feature_2 x feature_8,0.12506623355435229,0.21504462651811157,0.085016501650165,0.4003477248828362
feature_3 x feature_1,0.049269104795455446,0.6264053820159626,0.09722172217221721,0.33591097099173994
feature_3 x feature_2,-0.08209056178988205,0.4168166133524411,-0.08176417641764176,0.4186777700283968
feature_3 x feature_3,1.0,0.0,0.9999999999999999,0.0
feature_3 x feature_4,0.04571825950603535,0.6515060335287711,0.03174317431743174,0.7538857335566244
feature_3 x feature_5,-0.0015622826006622833,0.9876919894223795,-0.025850585058505845,0.798492597735585
feature_3 x feature_6,-0.0868729116611842,0.3901014503144245,-0.07254725472547253,0.47319053960258917
feature_3 x feature_7,-0.009329483398090595,0.9265996161641661,-0.04811281128112811,0.6345342601912922
feature_3 x feature_8,-0.11219987412097844,0.2663936219647302,-0.14617461746174618,0.14673098544279278
feature_4 x feature_1,-0.05352461044874391,0.5968775254190746,-0.07719171917191718,0.4452533536893094
feature_4 x feature_2,-0.037428585598956676,0.7115987698756445,-0.03495949594959495,0.7298648882422333
