Pair,Pearson,Pearson p-value,Spearman,Spearman p-value
feature_1 x feature_1,1.0,0.0,0.9999999999999999,0.0
feature_1 x feature_2,-0.020260528914972264,0.8414191400135567,-0.015097509750975097,0.8814862088458586
feature_1 x feature_3,-0.014819080440696004,0.8836563859995691,0.011233123312331231,0.9116778533651564
feature_1 x feature_4,0.04443751995107745,0.6606577163323385,0.08788478847884788,0.3845832165329598
feature_1 x feature_5,0.025146172964885423,0.803871743762613,-0.07062706270627062,0.48501227553189696
feature_1 x feature_6,0.04436559682286307,0.6611731527475103,0.0033843384338433837,0.973341271774349
feature_1 x feature_7,-0.12410702480834719,0.21861120280428506,-0.023078307830783077,0.8197147261207346
feature_1 x feature_8,0.00930973353968773,0.9267545686465866,-0.03537953795379538,0.7267464493577047
feature_2 x feature_1,-0.020260528914972264,0.8414191400135567,-0.015097509750975097,0.8814862088458586
feature_2 x feature_2,1.0,0.0,0.9999999999999999,0.0
feature_2 x feature_3,0.07790315019705045,0.4410573218308841,0.09875787578757873,0.3282946065992757
feature_2 x feature_4,0.1745071279461446,0.08247863157036782,0.15912391239123908,0.11380338344535361
feature_2 x feature_5,0.12135960235898806,0.22905773962821002,0.13292529252925292,0.18736985750089657
feature_2 x feature_6,-0.14653777815347324,0.14571902042443208,-0.20680468046804676,0.03897793143333596
feature_2 x feature_7,0.07242291588698292,0.47395127890129407,0.10876687668766874,0.2813937966468884
feature_2 x feature_8,0.15177778129413758,0.1316970314628771,0.18430243024302428,0.06641519184013205
feature_3 x feature_1,-0.014819080440696004,0.8836563859995691,0.011233123312331231,0.9116778533651564
feature_3 x feature_2,0.07790315019705045,0.4410573218308841,0.09875787578757873,0.3282946065992757
feature_3 x feature_3,1.0,0.0,0.9999999999999999,0.0
feature_3 x feature_4,-0.13078182923309556,0.19464701357530587,-0.12504050405040504,0.21513975304714
feature_3 x feature_5,0.031906733805594056,0.7526583037011614,0.04678067806780677,0.6439533482851711
feature_3 x feature_6,-0.08974483524927447,0.37456293791846035,-0.09214521452145212,0.36186925671050196
feature_3 x feature_7,0.04807692817297409,0.6347872248687135,0.023438343834383438,0.8169508970479481
feature_3 x feature_8,0.0800782218666481,0.428368015859695,0.04883288328832883,0.629466892889552
feature_4 x feature_1,0.04443751995107745,0.6606577163323385,0.08788478847884788,0.3845832165329598
feature_4 x feature_2,0.1745071279461446,0.08247863157036782,0.15912391239123908,0.11380338344535361
feature_4 x feature_3,-0.13078182923309556,0.19464701357530587,-0.12504050405040504,0.21513975304714
feature_4 x feature_4,1.0,0.0,0.9999999999999999,0.0
feature_4 x feature_5,-0.1682638748807908,0.09424110569707013,-0.1592199219921992,0.11358268322721976
feature_4 x feature_6,-0.0500614282469812,0.620860867936615,-0.04775277527752775,0.6370743015103291
feature_4 x feature_7,0.11349630159779872,0.2608725911714804,0.1045184518451845,0.3007242205962848
feature_4 x feature_8,-0.028275319686439416,0.7800498108156786,-0.017353735373537352,0.8639340628317305
feature_5 x feature_1,0.025146172964885423,0.803871743762613,-0.07062706270627062,0.48501227553189696
feature_5 x feature_2,0.12135960235898806,0.22905773962821002,0.13292529252925292,0.18736985750089657
feature_5 x feature_3,0.031906733805594056,0.7526583037011614,0.04678067806780677,0.6439533482851711
feature_5 x feature_4,-0.1682638748807908,0.09424110569707013,-0.1592199219921992,0.11358268322721976
feature_5 x feature_5,0.9999999999999998,0.0,0.9999999999999999,0.0
feature_5 x feature_6,-0.12291007085481118,0.22312018987148496,-0.10623462346234623,0.2928132190162409
feature_5 x feature_7,-0.07833056766079236,0.43854717317085845,-0.09490549054905491,0.3476048949551558
feature_5 x feature_8,0.052395824686003116,0.6046490109900876,0.049492949294929485,0.6248368387581704
feature_6 x feature_1,0.04436559682286307,0.6611731527475103,0.0033843384338433837,0.973341271774349
feature_6 x feature_2,-0.14653777815347324,0.14571902042443208,-0.20680468046804676,0.03897793143333596
feature_6 x feature_3,-0.08974483524927447,0.37456293791846035,-0.09214521452145212,0.36186925671050196
feature_6 x feature_4,-0.0500614282469812,0.620860867936615,-0.04775277527752775,0.6370743015103291
feature_6 x feature_5,-0.12291007085481118,0.22312018987148496,-0.10623462346234623,0.2928132190162409
feature_6 x feature_6,0.9999999999999997,0.0,0.9999999999999999,0.0
feature_6 x feature_7,-0.016603425934785462,0.8697641420371486,-0.03987998799879987,0.6936233012834927
feature_6 x feature_8,-0.004628285429723502,0.9635484055539959,-0.03511551155115511,0.7287060942780313
feature_7 x feature_1,-0.12410702480834719,0.21861120280428506,-0.023078307830783077,0.8197147261207346
